,pk,company_name,litigation_reason,litigation_reason_reference,claim_category,claim_category_reference,source_of_pfas,source_of_pfas_reference,settlement_finalized,settlement_currency,settlement_amount,settlement_paid_date,settlement_reference,0
191,als_45731_20220705190507,L’Oreal,Falsely Advertised,Inferred: No explanation available,Product Liability,Inferred: No explanation available,Products,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement being finalized or any settlement amount related to the lawsuit against L’Oreal for PFAS in their waterproof mascara products. The text only describes the allegations, the filing of the lawsuit, and the claims made by the plaintiff, Rebecca Vega. There is no information about a settlement or any financial details related to the case.",
192,als_45629_20220705190317,McDonald's,Packaging,Inferred: No explanation available,Product Liability,"Article: ""McDonald’s faces a class action lawsuit that alleges the fast food giant conceals the use of toxic chemicals in food packaging, including per- and polyfluoroalkyl substances (PFAS)""",Packaging,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement amount, currency, or paid date related to the McDonald's PFAS case. It only describes the allegations, the filing of the lawsuit, and the details of the complaint. There is no information indicating that the case has been settled or any specific settlement details.",
193,als_45580_20220405175722,3M Company,Occupational Exposure,"Article: ""A North Carolina firefighter says he developed prostate cancer and kidney cancer following years of exposure to anti-fire foam used by military and civilian first responders.""",Product Liability,Inferred: No explanation available,AFFF runoff,"Article: ""Wikes worked for years as a firefighter, during which time he was repeatedly exposed to aqueous film-forming foam (AFFF) during training exercises and while fighting fuel-based fires.""",False,,,,"Inferred: The text provided does not mention any settlement amount, currency, or paid date related to the case involving 3M Company and PFAS. It only describes the lawsuit filed by Willie Wikes and the general context of similar lawsuits. There is no information indicating that a settlement has been finalized or any specific details about a settlement amount.",
193,als_45580_20220405175722,Du Pont,Occupational Exposure,"Article: ""Wikes worked for years as a firefighter, during which time he was repeatedly exposed to aqueous film-forming foam (AFFF) during training exercises and while fighting fuel-based fires.""",Product Liability,"Article: ""The Plaintiff was never informed that this product was inherently dangerous. Nor was the Plaintiff warned about the known health risks associated with this product.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Du Pont or PFAS. It only discusses the ongoing litigation and the potential for future settlements or trials. Therefore, there is no information available to determine if the case has been settled or any details about a settlement amount.",
194,als_45531_20220404154407,CoverGirl,Falsely Advertised,Inferred: No explanation available,Product Liability,"Article: ""The lawsuit claims CoverGirl intentionally hid that TruBlend Pressed Powder Cosmetics contained toxic PFAS chemicals, while claiming the products were safe.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement being finalized or any specific settlement amount, currency, or paid date related to the CoverGirl PFAS case. The text only describes the allegations and the filing of the lawsuit, but there is no information about a settlement.",
194,als_45531_20220404154407,Coty Inc.,Falsely Advertised,Inferred: No explanation available,Product Liability,"Article: ""The lawsuit claims CoverGirl intentionally hid that TruBlend Pressed Powder Cosmetics contained toxic PFAS chemicals, while claiming the products were safe.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Coty Inc. and PFAS. It only describes the allegations and the filing of the lawsuit, without any information about a settlement or its details.",
197,als_45384_20220705192014,3M,Environmental Pollution,"Article: ""3M’s Cordova facility dumps 8 million gallons of PFAS-contaminated water per day into the Mississippi river, the Illinois PFAS lawsuit claims""",Environmental Liability,"Article: ""the state of Illinois has filed a lawsuit against 3M Company, claiming that per- and polyfluoroalkyl substance (PFAS) releases from its Cordova facility have caused to widespread water contamination.""",Operations,"Article: ""3M’s Cordova facility dumps 8 million gallons of PFAS-contaminated water per day into the Mississippi river""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount, currency, or paid date related to the lawsuit against 3M for PFAS contamination. The text only discusses the lawsuit filed by the state of Illinois seeking monetary recovery and potential penalties, but no settlement details are provided.",
199,als_45103_20220304192919,3M Company,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""versions of the firefighting foam were sold for decades by 3M Company and other companies, who now face a growing number of AFFF exposure lawsuits brought by firefighters diagnosed with cancer and others regularly exposed to contaminated drinking water.""",AFFF runoff,"Article: ""versions of the firefighting foam were sold for decades by 3M Company and other companies, who now face a growing number of AFFF exposure lawsuits""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company and PFAS. It discusses legislative actions and bans on PFAS chemicals in various states, but there is no information about a finalized settlement or specific monetary details.",
200,als_44991_20220228185435,3M Company,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""AFFF was sold for decades by 3M Company and other companies, who now face a growing number of fire foam lawsuits brought by firefighters diagnosed with cancer and others regularly exposed to contaminated drinking water.""",AFFF runoff,"Article: ""AFFF was sold for decades by 3M Company and other companies, who now face a growing number of fire foam lawsuits brought by firefighters diagnosed with cancer and others regularly exposed to contaminated drinking water.""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company and PFAS. It discusses the health effects of PFAS chemicals in breast milk and the research findings, but there is no information about any legal settlements or financial compensations.",
201,als_44610_20220705192426,3M Company,Bodily Injury (Individuals alleging health affects),"Article: ""Anti-fire foam lawsuit alleges that 30 years of exposure to PFAS chemicals led to a deadly prostate cancer diagnosis.""",Product Liability,"Article: ""The estate of a Texas firefighter has filed a wrongful death lawsuit against a number of chemical and safety equipment manufacturers, alleging that years of exposure to anti-fire foam led to a fatal prostate cancer diagnosis.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company or PFAS. It discusses the filing of a wrongful death lawsuit and the centralization of federal litigation in the U.S. District Court for the District of South Carolina, but there is no information provided about any settlements being finalized or specific amounts paid.",
201,als_44610_20220705192426,Buckeye Fire Equipment Company,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""The estate of a Texas firefighter has filed a wrongful death lawsuit against a number of chemical and safety equipment manufacturers, alleging that years of exposure to anti-fire foam led to a fatal prostate cancer diagnosis.""",Products,"Article: ""manufactured firefighting foam which contains per- and polyfluoroalkyl substances (PFAS)""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Buckeye Fire Equipment Company or any other defendant. It only discusses the filing of the lawsuit and the ongoing litigation process, indicating that the case is still in the pretrial phase and has not yet reached a settlement.",
201,als_44610_20220705192426,BASF,Bodily Injury (Individuals alleging health affects),"Article: ""Anti-fire foam lawsuit alleges that 30 years of exposure to PFAS chemicals led to a deadly prostate cancer diagnosis.""",Product Liability,"Article: ""The estate of a Texas firefighter has filed a wrongful death lawsuit against a number of chemical and safety equipment manufacturers, alleging that years of exposure to anti-fire foam led to a fatal prostate cancer diagnosis.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount, currency, or paid date related to BASF or PFAS. The article primarily discusses the filing of the lawsuit and the ongoing litigation process, including the preparation of 'bellwether' cases for early trial dates. There is no information provided about any settlements or resolutions that have been reached.",
201,als_44610_20220705192426,"Dupont De Nemours, Inc.",Occupational Exposure,"Article: ""years of exposure to anti-fire foam led to a fatal prostate cancer diagnosis""",Product Liability,"Article: ""who manufactured firefighting foam which contains per- and polyfluoroalkyl substances (PFAS), which are known to be toxic and carcinogenic.""",Products,"Article: ""manufactured firefighting foam which contains per- and polyfluoroalkyl substances (PFAS)""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Dupont De Nemours, Inc. or any other defendants. It only discusses the filing of the lawsuit and the ongoing litigation process, indicating that the cases are centralized in the U.S. District Court for the District of South Carolina and that early trial dates are expected. There is no information provided about any settlements being finalized.",
202,als_44663_20220705191327,3M Company,Environmental Pollution,"Article: ""Plaintiffs claim PFAS chemicals dumped by manufacturers in New Jersey led to contaminated water supplies and health problems.""",Environmental Liability,Inferred: No explanation available,Operations,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to the case against 3M Company for PFAS contamination. It only discusses the progression of the lawsuit, the judge's decision to allow the case to proceed, and the removal of punitive damages claims. Therefore, there is no information available to determine if the case has been settled or any details about a settlement.",
202,als_44663_20220705191327,Solvay Specialty Polymers,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""A federal judge in New Jersey has cleared the way for an environmental lawsuit over PFAS (per- and polyfluoroalkyl substances) contamination to proceed against several chemical manufacturers, after rejecting an attempt to have the case dismissed.""",Operations,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Solvay Specialty Polymers or PFAS. It only discusses the progression of the lawsuit and the judge's decision to allow the case to proceed while dismissing claims for punitive damages. Therefore, there is no information available regarding a settlement.",
204,als_44297_20220121194501,3M Company,Bodily Injury (Individuals alleging health affects),"Article: ""A former U.S. Air Force firefighter alleges in a lawsuit that he developed kidney cancer from aqueous film-forming foam (AFFF) used for years to fight petroleum fires, which exposed him to dangerous and toxic chemicals.""",Product Liability,"Article: ""A former U.S. Air Force firefighter alleges in a lawsuit that he developed kidney cancer from aqueous film-forming foam (AFFF) used for years to fight petroleum fires, which exposed him to dangerous and toxic chemicals.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to the case against 3M Company or other defendants. It only describes the lawsuit filed by Thomas Watkins and the ongoing litigation process, including the preparation of 'bellwether' cases for early trial dates. There is no indication that a settlement has been finalized or any specific settlement details provided.",
204,als_44297_20220121194501,DuPont,Bodily Injury (Individuals alleging health affects),"Article: ""A former U.S. Air Force firefighter alleges in a lawsuit that he developed kidney cancer from aqueous film-forming foam (AFFF) used for years to fight petroleum fires, which exposed him to dangerous and toxic chemicals.""",Product Liability,"Article: ""A former U.S. Air Force firefighter alleges in a lawsuit that he developed kidney cancer from aqueous film-forming foam (AFFF) used for years to fight petroleum fires, which exposed him to dangerous and toxic chemicals.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to DuPont or PFAS. It only discusses the filing of the lawsuit and the ongoing litigation process, indicating that the cases are still being prepared for early trial dates and that settlements or resolutions have not yet been reached.",
204,als_44297_20220121194501,BASF Corporation,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""pursuing claims against 3M Company, DuPont, BASF Corporation and a host of other safety equipment and chemical companies, indicating that the use of per- and polyfluoroalkyl substances (PFAS), like perfluorooctanoic acid (PFOA) and perfluorooctanesulfonic acid (PFOS) in firefighting foam exposed him to an increased risk of cancer.""",AFFF runoff,"Article: ""Thomas Watkins and his wife, Dorothy, filed the complaint (PDF) in the U.S. District Court for the District of South Carolina on January 10, pursuing claims against 3M Company, DuPont, BASF Corporation and a host of other safety equipment and chemical companies, indicating that the use of per- and polyfluoroalkyl substances (PFAS), like perfluorooctanoic acid (PFOA) and perfluorooctanesulfonic acid (PFOS) in firefighting foam exposed him to an increased risk of cancer.""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount, currency, or paid date related to BASF Corporation or PFAS. The article primarily discusses the lawsuit filed by Thomas Watkins and the ongoing litigation process, including the centralization of cases in the U.S. District Court for the District of South Carolina. There is no information provided about any settlements or resolutions reached at this stage.",
205,als_44187_20220705191747,CoverGirl,Falsely Advertised,Inferred: No explanation available,Product Liability,"Article: ""Lawsuit claims the products were falsely advertised as safe, despite containing toxic chemicals linked to a host of adverse health effects.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date. It only describes the lawsuit's claims and the issues related to PFAS in CoverGirl products. There is no indication that the case has been settled or any specific damages or settlement amounts have been discussed or finalized.",
205,als_44187_20220705191747,Coty Inc.,Falsely Advertised,"Article: ""claiming that Cover Girl Cosmetics and Coty Inc. falsely advertised “TruBlend Pressed Powder” as safe for use, when in fact they contain harmful per- and polyfluoroalkyl substances (PFAS).""",Product Liability,"Article: ""Lawsuit claims the products were falsely advertised as safe, despite containing toxic chemicals linked to a host of adverse health effects.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Coty Inc. The lawsuit is described as recently filed and does not seek specific damages for consumers, but rather asks the Court to end CoverGirl’s alleged false and deceptive labeling and marketing. Therefore, there is no information available about a finalized settlement or any monetary details.",
210,als_43553_20211209203045,3M Company,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""The claims have been brought against 3M Company, Tyco Fire Products, Chemguard, Inc. and other companies involved in the manufacture and sale of aqueous film-forming foam (AFFF) products, which have been used for decades during firefighter training activities and in response to fuel based fires. However, the products contained toxic chemicals, known as poly- and perfluorinated compounds (PFAS), which have caused widespread water contamination throughout the United States and been linked to the development of several types of cancer.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any finalized settlement or specific settlement amount for 3M Company related to PFAS. It discusses the ongoing litigation process, the preparation for bellwether trials, and the potential for future settlements, but no specific settlement details are provided.",
210,als_43553_20211209203045,Tyco Fire Products,Environmental Pollution,"Article: ""The claims have been brought against 3M Company, Tyco Fire Products, Chemguard, Inc. and other companies involved in the manufacture and sale of aqueous film-forming foam (AFFF) products, which have been used for decades during firefighter training activities and in response to fuel based fires. However, the products contained toxic chemicals, known as poly- and perfluorinated compounds (PFAS), which have caused widespread water contamination throughout the United States""",Environmental Liability,"Article: ""The claims have been brought against 3M Company, Tyco Fire Products, Chemguard, Inc. and other companies involved in the manufacture and sale of aqueous film-forming foam (AFFF) products, which have been used for decades during firefighter training activities and in response to fuel based fires. However, the products contained toxic chemicals, known as poly- and perfluorinated compounds (PFAS), which have caused widespread water contamination throughout the United States and been linked to the development of several types of cancer.""",AFFF runoff,"Article: ""claims brought by individuals diagnosed with cancer and water utility companies nationwide, a group of water contamination lawsuits are being prepared for the first bellwether trial""",False,,,,"Inferred: The text does not mention any specific settlement amount, currency, or paid date related to Tyco Fire Products and PFAS. It only discusses the ongoing litigation process, the preparation for bellwether trials, and the potential for future settlements. Therefore, it is not possible to determine if a settlement has been finalized or any details about a settlement amount from the provided text.",
210,als_43553_20211209203045,"Chemguard, Inc.",Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""The claims have been brought against 3M Company, Tyco Fire Products, Chemguard, Inc. and other companies involved in the manufacture and sale of aqueous film-forming foam (AFFF) products, which have been used for decades during firefighter training activities and in response to fuel based fires. However, the products contained toxic chemicals, known as poly- and perfluorinated compounds (PFAS), which have caused widespread water contamination throughout the United States and been linked to the development of several types of cancer.""",Products,"Article: ""claims have been brought against 3M Company, Tyco Fire Products, Chemguard, Inc. and other companies involved in the manufacture and sale of aqueous film-forming foam (AFFF) products""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for Chemguard, Inc. related to PFAS. It only discusses the ongoing litigation process, the preparation for bellwether trials, and the potential for future settlements. Therefore, there is no information available to determine if a settlement has been reached or the details of any settlement amount.",
215,als_42890_20220705193013,3M Company,Bodily Injury (Individuals alleging health affects),"Article: ""A U.S. Air Force veteran alleges in a recently filed lawsuit that she developed breast cancer caused by years of drinking water tainted with PFAS chemicals from aqueous film-forming foam (AFFF), which were regularly used to fight fires and during training exercises while she was stationed at multiple military bases.""",Environmental Liability,"Article: ""Jason’s case joins hundreds of similar PFAS water contamination cancer lawsuits filed on behalf of individuals directly exposed to the chemicals while spraying the products during training or response exercises, as well as those who were drinking PFAS contaminated water on military bases""",AFFF runoff,"Article: ""water contaminated with PFAS chemicals from firefighting foam used on military bases""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company or PFAS. It only discusses the filing of a lawsuit and the centralization of similar cases in the U.S. District Court for the District of South Carolina for pretrial proceedings and potential bellwether trials. There is no information provided about any settlements being finalized or specific amounts being paid.",
215,als_42890_20220705193013,Buckeye Fire Equipment Company,Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,"Article: ""naming a host of chemical and safety equipment manufacturers as defendants, including 3M Company, Buckeye Fire Equipment Company, DuPont and others.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to Buckeye Fire Equipment Company or any other defendant. It only discusses the filing of the lawsuit and the centralization of similar cases in the U.S. District Court for the District of South Carolina for pretrial proceedings and potential bellwether trials. Therefore, it is not possible to determine if the case has been settled or any details about a settlement from the provided text.",
215,als_42890_20220705193013,DuPont,Bodily Injury (Individuals alleging health affects),"Article: ""A U.S. Air Force veteran alleges in a recently filed lawsuit that she developed breast cancer caused by years of drinking water tainted with PFAS chemicals from aqueous film-forming foam (AFFF), which were regularly used to fight fires and during training exercises while she was stationed at multiple military bases.""",Product Liability,"Article: ""naming a host of chemical and safety equipment manufacturers as defendants, including 3M Company, Buckeye Fire Equipment Company, DuPont and others.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement amount, currency, or paid date related to DuPont or PFAS. It discusses the filing of a lawsuit and the centralization of federal litigation but does not provide details on any settlements or resolutions.",
217,als_37814_20240501212609,3M Company,Failing to Warn,Inferred: No explanation available,Product Liability,Inferred: No explanation available,Products,"Article: ""the compounds had higher toxicity than understood from the original testing. By not later than that time, 3M and at least Dupont, had actual knowledge of defective design in the chemical compounding of its AFFF products""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company for PFAS. It only discusses the lawsuit filed by Karen Haldeman and the ongoing litigation process. There is no indication that the case has been settled or any specific settlement details provided.",
217,als_37814_20240501212609,Kidde,Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,Inferred: No explanation available,Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to 'Kidde' or 'pfas'. The article primarily discusses the lawsuit filed by Karen Haldeman and the broader context of similar lawsuits, but it does not provide details about any settlements or amounts paid.",
217,als_37814_20240501212609,DuPont,Failing to Warn,"Article: ""By not later than that time, 3M and at least Dupont, had actual knowledge of defective design in the chemical compounding of its AFFF products, which gave rise both to a duty to adequately warn those who could be affected and to reformulate.""",Product Liability,"Article: ""By not later than that time, 3M and at least Dupont, had actual knowledge of defective design in the chemical compounding of its AFFF products, which gave rise both to a duty to adequately warn those who could be affected and to reformulate.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to DuPont and PFAS. It only discusses the lawsuit filed by Karen Haldeman and the ongoing litigation process. There is no indication that the case has been settled or any specific settlement details provided.",
217,als_37814_20240501212609,Corteva,Bodily Injury (Individuals alleging health affects),"Article: ""A U.S. Air Force veteran has filed a lawsuit alleging she developed kidney cancer from toxic chemicals in firefighting foam routinely used on a military base where she was stationed, which then leached into the drinking water supply.""",Product Liability,"Article: ""Haldeman presents claims of negligence, strict liability, defective design, failure to warn, fraudulent concealment, and violations of various consumer protection laws.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to Corteva or PFAS. The article primarily discusses the lawsuit filed by Karen Haldeman and the broader context of similar lawsuits, but it does not provide details about any settlements or payments made.",
220,,3M,Occupational Exposure,"Article: ""A former U.S. Airforce firefighter has filed a lawsuit alleging exposure to aqueous film-forming foam (AFFF) used to fight petroleum fires led to the development of prostate cancer.""",Product Liability,"Article: ""blaming his cancer diagnosis on the conduct of a number of companies responsible for the development and sale of the firefighting foam, including 3M""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to 3M and PFAS. It only discusses the filing of a lawsuit and the ongoing litigation process. There is no information about any settlements, amounts, currencies, or payment dates.",
220,,BASF Corporation,Occupational Exposure,"Article: ""A former U.S. Airforce firefighter has filed a lawsuit alleging exposure to aqueous film-forming foam (AFFF) used to fight petroleum fires led to the development of prostate cancer.""",Product Liability,"Article: ""blaming his cancer diagnosis on the conduct of a number of companies responsible for the development and sale of the firefighting foam, including 3M, BASF Corporation, DuPont and others.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to BASF Corporation or PFAS. The article discusses the filing of a lawsuit and the ongoing litigation process, including the preparation of 'bellwether' cases for early trial dates. There is no information provided about any settlements or amounts paid.",
220,,DuPont,Occupational Exposure,Inferred: No explanation available,Product Liability,"Article: ""blaming his cancer diagnosis on the conduct of a number of companies responsible for the development and sale of the firefighting foam, including 3M, BASF Corporation, DuPont and others.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text provided does not mention any settlement amount, currency, or paid date related to DuPont or PFAS. It discusses the filing of a lawsuit and the ongoing litigation process, but there is no information indicating that a settlement has been reached or finalized.",
222,,3M Company,Environmental Pollution,"Article: ""involving contamination claims brought by a water provider""",Product Liability,"Article: ""3M Company, Tyco Fire Products and Chemguard, Inc. face more than 1,400 product liability lawsuits filed by both individuals and municipalities nationwide, each involving similar allegations that the companies knew or should have known about the risks associated with exposure to poly- and perfluorinated compounds (PFAS) within its AFFF firefighting foam products""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company and PFAS. It only discusses the scheduling of the first bellwether trial and the general context of the lawsuits. Therefore, it can be inferred that the case has not been settled yet.",
222,,Tyco Fire Products,Environmental Pollution,"Article: ""involving contamination claims brought by a water provider""",Product Liability,"Article: ""Tyco Fire Products and Chemguard, Inc. face more than 1,400 product liability lawsuits filed by both individuals and municipalities nationwide""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for Tyco Fire Products related to PFAS. It only discusses the scheduling of the first bellwether trial and the general context of the lawsuits. Therefore, there is no information available about a settlement amount, currency, or paid date.",
222,,"Chemguard, Inc.",Product,Inferred: No explanation available,Product Liability,"Article: ""Chemguard, Inc. face more than 1,400 product liability lawsuits filed by both individuals and municipalities nationwide, each involving similar allegations that the companies knew or should have known about the risks associated with exposure to poly- and perfluorinated compounds (PFAS) within its AFFF firefighting foam products""",Products,"Article: ""Chemguard, Inc. face more than 1,400 product liability lawsuits filed by both individuals and municipalities nationwide, each involving similar allegations that the companies knew or should have known about the risks associated with exposure to poly- and perfluorinated compounds (PFAS) within its AFFF firefighting foam products""",False,,,,"Inferred: The text does not mention any settlement being finalized for Chemguard, Inc. related to PFAS. It only discusses the scheduling of the first bellwether trial and the ongoing litigation process. There is no information provided about any settlement amount, currency, or paid date.",
223,,Solvay,Environmental Pollution,"Article: ""Solvay invoked its patent rights to stop the distribution of pure versions of certain PFAS chemicals, threatening to sue researchers if they used or distributed them.""",Environmental Liability,"Article: ""Solvay’s actions appear to be a focused attempt to prevent PFAS research.""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement related to Solvay or PFAS. It discusses regulatory actions, industry pushback, and research restrictions but does not provide any information about a settlement amount, currency, or paid date.",
228,,3M Company,Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,Inferred: No explanation available,AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company or PFAS. It discusses the filing of a lawsuit and the centralization of federal litigation in the U.S. District Court for the District of South Carolina, but there is no information provided about any settlements being finalized or specific amounts being paid.",
228,,"Chemguard, Inc.",Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,"Article: ""Exposure to aqueous film-forming foams (AFFFs) used to fight fires on military bases led to the development of kidney cancer, according to a product liability lawsuit filed by a U.S. Air Force veteran.""",Products,"Article: ""the production or sale of aqueous film-forming foams (AFFF)""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount, currency, or paid date related to Chemguard, Inc. or any other defendant. The text primarily discusses the filing of the lawsuit, the allegations, and the centralization of the litigation in the U.S. District Court for the District of South Carolina for pretrial proceedings. There is no information provided about any settlements or resolutions reached.",
228,,DuPont,Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,"Article: ""a product liability lawsuit filed by a U.S. Air Force veteran""",AFFF runoff,"Article: ""The lawsuit names 3M Company, Chemguard, Inc. DuPont and several other chemical and safety equipment manufacturers involved in the production or sale of aqueous film-forming foams (AFFF) as defendants, indicating Sion was exposed to the chemicals during his time on March Air Force Base in California.""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to DuPont or PFAS. It only discusses the filing of the lawsuit and the ongoing litigation process, including the preparation of 'bellwether' cases for early trial dates. There is no information provided about any settlements or payments made.",
229,als_37329_20240501213018,3M Company,Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,"Article: ""Billy Rogers, of California, filed a product liability complaint (PDF) in the U.S. District Court for the District of South Carolina on June 15, indicating his thyroid disease diagnosis resulted from the presence of pre- and polyfluoroalkyl substances (PFAS) on military installations in Alameda and Treasure Island.""",AFFF runoff,"Article: ""These chemicals have been contained in aqueous film-forming foams (AFFF) used by the U.S. military for decades during training exercises and in response to petroleum-based fires.""",False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for 3M Company related to PFAS. It only discusses the lawsuit filed by Billy Rogers and the ongoing litigation process, including the preparation of 'bellwether' cases for early trial dates. There is no information provided about any settlements or payments made.",
229,als_37329_20240501213018,"Kidde-Fenwall, Inc.",Bodily Injury (Individuals alleging health affects),Inferred: No explanation available,Product Liability,"Article: ""Billy Rogers, of California, filed a product liability complaint (PDF) in the U.S. District Court for the District of South Carolina on June 15""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to Kidde-Fenwall, Inc. or PFAS. The article discusses the lawsuit filed by Billy Rogers and the ongoing litigation involving multiple defendants, but it does not provide details about any settlements or payments made.",
229,als_37329_20240501213018,DuPont,Bodily Injury (Individuals alleging health affects),"Article: ""the lawsuit, which indicates that Rogers’ years of service left him with elevated levels of PFAS in his body, resulting in thyroid disease.""",Product Liability,"Article: ""Billy Rogers, of California, filed a product liability complaint (PDF) in the U.S. District Court for the District of South Carolina on June 15, indicating his thyroid disease diagnosis resulted from the presence of pre- and polyfluoroalkyl substances (PFAS) on military installations in Alameda and Treasure Island.""",Products,"Article: ""3M Company, Kidde-Fenwall, Inc., DuPont and a number of other chemical and safety equipment manufacturers have been named as defendants in the lawsuit, which indicates that Rogers’ years of service left him with elevated levels of PFAS in his body, resulting in thyroid disease.""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to DuPont or PFAS. It only discusses the filing of a lawsuit and the ongoing litigation process, indicating that the case is still in the pretrial phase with no settlements reached yet.",
231,,3M Company,Environmental Pollution,"Article: ""claiming their production of firefighter foam and per- and polyfluoroalkyl substances (PFAS) contributed to the drinking water contamination in Tallahassee""",Environmental Liability,"Article: ""claiming their production of firefighter foam and per- and polyfluoroalkyl substances (PFAS) contributed to the drinking water contamination in Tallahassee.""",AFFF runoff,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount related to 3M Company and PFAS. It discusses the ongoing litigation and the preparation of 'bellwether' cases for early trial dates, but there is no indication that a settlement has been reached or any details about a settlement amount or currency.",
231,,Tyco Fire Products,Environmental Pollution,Inferred: No explanation available,Environmental Liability,"Article: ""claiming their production of firefighter foam and per- and polyfluoroalkyl substances (PFAS) contributed to the drinking water contamination in Tallahassee""",Products,Inferred: No explanation available,False,,,,"Inferred: The text does not mention any settlement being finalized or any specific settlement amount for Tyco Fire Products related to PFAS. It only discusses the filing of the lawsuit and the ongoing litigation process, including the preparation of 'bellwether' cases for early trial dates. There is no information provided about any settlements or payments made.",
232,als_37259_20240501212622,3M Company,Failing to Warn,"Article: ""“Defendants were required to adequately warn – and they deliberately did not.”""",Product Liability,"Article: ""A product liability lawsuit filed by an Air Force veteran alleges exposure to toxic firefighting foams on a military base led to the development of kidney cancer years later.""",AFFF runoff,"Article: ""toxic chemicals found in aqueous film-forming foams (AFFFs) that were widely used on the military base during firefighter training and response exercises""",False,,,,"Inferred: The text does not mention any settlement amount, currency, or paid date related to 3M Company or any other defendants. It only discusses the filing of the lawsuit and the ongoing litigation process, indicating that the case is still in the pretrial phase and has not yet been settled.",
